,songid,week_position,year,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
779,"CliqueKanye West, Jay-Z, Big Sean",12,2012,"Kanye West, Jay-Z, Big Sean",Clique,"['chicago rap', 'rap']",65rRB2mspD309xE6YimZTl,,Kanye West Presents Good Music Cruel Summer,True,293613.0,68.0,0.66,0.539,9.0,-5.947,False,0.324,0.0534,0.0,0.222,0.307,109.318,5.0
780,CloseNick Jonas Featuring Tove Lo,14,2016,Nick Jonas Featuring Tove Lo,Close,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",3lSDIJ2abCrOdDJ6pshUap,,Last Year Was Complicated,False,234213.0,72.0,0.653,0.623,6.0,-5.273,False,0.08199999999999999,0.253,0.0,0.14400000000000002,0.401,123.999,4.0
781,CloseRae Sremmurd & Travis Scott,98,2018,Rae Sremmurd & Travis Scott,Close,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1oUudyBYVGMIC8JXeIsFzq,,SR3MM,True,193510.0,67.0,0.691,0.736,0.0,-4.993,True,0.0321,0.10400000000000001,0.0,0.111,0.0395,140.034,4.0
782,Close FriendsLil Baby,28,2018,Lil Baby,Close Friends,"['atl hip hop', 'atl trap', 'pop rap', 'rap', 'trap']",5nzhL67GpF9szXWg5y509A,,Drip Harder,True,203881.0,80.0,0.6759999999999999,0.578,10.0,-4.669,False,0.375,0.0509,0.0,0.0796,0.698,158.89600000000002,4.0
784,Close Your EyesParmalee,69,2014,Parmalee,Close Your Eyes,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'modern uplift']",3Bdqlr7jQLNhITAgcBGQBG,https://p.scdn.co/mp3-preview/885926356fe800b9b63196491983590640f0577c?cid=b8d3901151d34489a160e3cf0ab1fa94,Feels Like Carolina,False,214933.0,51.0,0.551,0.863,11.0,-3.5060000000000002,True,0.0322,0.0158,0.0,0.0843,0.8170000000000001,143.952,4.0
785,Closed On SundayKanye West,17,2019,Kanye West,Closed On Sunday,"['chicago rap', 'rap']",3JWiDGQX2eTlFvKj3Yssj3,,JESUS IS KING,False,151873.0,79.0,0.799,0.29100000000000004,11.0,-7.353,False,0.0318,0.873,0.000641,0.139,0.406,97.984,4.0
786,CloserTegan And Sara,90,2013,Tegan And Sara,Closer,"['canadian indie', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave']",4dTVgHZFPlaq9nPbLVVLSG,https://p.scdn.co/mp3-preview/e5861ae4a243076e2c81ac37762354b55bf772fd?cid=b8d3901151d34489a160e3cf0ab1fa94,Heartthrob,False,209280.0,61.0,0.588,0.7509999999999999,0.0,-7.587999999999999,True,0.0328,0.0017399999999999998,6.57e-05,0.353,0.52,136.97899999999998,4.0
787,CloserThe Chainsmokers Featuring Halsey,1,2016,The Chainsmokers Featuring Halsey,Closer,"['electropop', 'pop', 'tropical house']",7BKLCZ1jbUBVqRi2FVlTVw,https://p.scdn.co/mp3-preview/8d3df1c64907cb183bff5a127b1525b530992afb?cid=b8d3901151d34489a160e3cf0ab1fa94,Closer,False,244960.0,86.0,0.748,0.524,8.0,-5.599,True,0.0338,0.414,0.0,0.111,0.6609999999999999,95.01,4.0
788,Closer To The EdgeThirty Seconds To Mars,99,2011,Thirty Seconds To Mars,Closer To The Edge,"['modern rock', 'post-grunge']",0UZwcRQAk4QR09HtGRZhYC,,This Is War,False,273466.0,59.0,0.502,0.948,6.0,-3.717,True,0.121,0.0099,4.54e-06,0.0809,0.102,139.97899999999998,4.0
789,CloudsZach Sobiech,26,2013,Zach Sobiech,Clouds,[],1ad6CbExeZneBGswe5YuSD,https://p.scdn.co/mp3-preview/bf53a1a155ac75513908759b88c73c18befbd390?cid=b8d3901151d34489a160e3cf0ab1fa94,Clouds,False,179626.0,40.0,0.659,0.64,2.0,-6.544,True,0.0263,0.151,0.00477,0.109,0.21100000000000002,96.935,4.0
790,CloutOffset Featuring Cardi B,39,2019,Offset Featuring Cardi B,Clout,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",59ywHNwwchG4nZJMLyxSzd,,FATHER OF 4,True,205803.0,79.0,0.919,0.622,1.0,-7.3839999999999995,True,0.0997,0.228,4.24e-06,0.122,0.424,140.02200000000002,4.0
791,CloutOffset Featuring Cardi B,39,2019,Offset Featuring Cardi B,Clout,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",59ywHNwwchG4nZJMLyxSzd,,FATHER OF 4,True,205803.0,80.0,0.919,0.622,1.0,-7.3839999999999995,True,0.0997,0.228,4.24e-06,0.122,0.424,140.02200000000002,4.0
792,Club Can't Handle MeFlo Rida Featuring David Guetta,9,2010,Flo Rida Featuring David Guetta,Club Can't Handle Me,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",6ebkx7Q5tTxrCxKq4GYj0Y,https://p.scdn.co/mp3-preview/09c60a313813099c80dbb52897a7c7710a6a9cdf?cid=b8d3901151d34489a160e3cf0ab1fa94,Only One Flo (Part 1),False,234560.0,73.0,0.616,0.8690000000000001,0.0,-3.911,True,0.0327,0.0283,0.0,0.064,0.473,127.96600000000001,4.0
793,Club ParadiseDrake,85,2019,Drake,Club Paradise,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",6MR5IBSNfDmiwnrlQpVw4w,,Care Package,True,283816.0,59.0,0.33799999999999997,0.7290000000000001,6.0,-6.419,False,0.102,0.758,3.24e-05,0.18,0.5429999999999999,184.174,4.0
794,CoCoO.T. Genasis,20,2014,O.T. Genasis,CoCo,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",2JI71GHwq2LN8mtq3iCLYo,https://p.scdn.co/mp3-preview/6bcdefddd02d470101ae1971cf2b6232ffe34420?cid=b8d3901151d34489a160e3cf0ab1fa94,CoCo,True,239573.0,65.0,0.8859999999999999,0.628,8.0,-5.949,True,0.131,0.00215,1.15e-05,0.31,0.17800000000000002,119.906,4.0
795,Codeine DreamingKodak Black Featuring Lil Wayne,52,2017,Kodak Black Featuring Lil Wayne,Codeine Dreaming,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",4DTpngLjoHj5gFxEZFeD3J,https://p.scdn.co/mp3-preview/07bee3c4a99114ff71275aa7b3db42fbde85aef4?cid=b8d3901151d34489a160e3cf0ab1fa94,Project Baby 2: All Grown Up (Deluxe Edition),True,264531.0,73.0,0.736,0.604,1.0,-7.357,False,0.222,0.0652,6.43e-05,0.124,0.574,155.007,4.0
796,CoffeeMiguel,78,2015,Miguel,Coffee,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",5OFKWrKbS8iTIGxgjyHDzW,https://p.scdn.co/mp3-preview/5a487416e5c28152b2dd317ddb84d15f6c028a07?cid=b8d3901151d34489a160e3cf0ab1fa94,Coffee (F***ing),True,314053.0,57.0,0.5429999999999999,0.667,8.0,-7.332999999999999,True,0.0633,0.0165,2.6899999999999997e-05,0.15,0.196,162.067,4.0
797,Coffee BeanTravis Scott,68,2018,Travis Scott,Coffee Bean,['rap'],6vnfObZ4Ys70SBAtti1xZ9,https://p.scdn.co/mp3-preview/1ad614f6b2693c956c4b2d6428df8169f452d504?cid=b8d3901151d34489a160e3cf0ab1fa94,ASTROWORLD,True,209115.0,72.0,0.81,0.5820000000000001,5.0,-5.098,False,0.125,0.0862,0.006809999999999999,0.207,0.503,95.00399999999999,4.0
798,ColdMaroon 5 Featuring Future,16,2017,Maroon 5 Featuring Future,Cold,"['pop', 'pop rock']",7gwLQ4tZ5UdZ7qNcDyJ8wr,,Red Pill Blues (Deluxe),True,234308.0,66.0,0.693,0.7170000000000001,9.0,-6.346,False,0.107,0.14,0.0,0.0464,0.41200000000000003,99.836,4.0
799,Cold OneEric Church,88,2014,Eric Church,Cold One,"['contemporary country', 'country', 'country road', 'modern country rock']",1ffMmNQ42w7dIwyCDTKySb,,The Outsiders,False,205226.0,54.0,0.5920000000000001,0.894,6.0,-5.757000000000001,True,0.0648,0.0773,0.00313,0.5429999999999999,0.774,147.94299999999998,4.0
801,Cold Wind BlowsEminem,71,2010,Eminem,Cold Wind Blows,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",3Tj1luJyKPQt7WbrqpJ2Az,,Recovery,True,303733.0,63.0,0.619,0.972,11.0,-0.517,True,0.41600000000000004,0.13,0.0,0.782,0.584,169.04,4.0
802,Colder WeatherZac Brown Band,29,2011,Zac Brown Band,Colder Weather,"['contemporary country', 'country', 'country road', 'modern country rock']",1M2l9ReoabUnvl6Y8jLUe7,https://p.scdn.co/mp3-preview/a54f54ad7d9fe2db8b75b579dd0deba5309f6f1e?cid=b8d3901151d34489a160e3cf0ab1fa94,You Get What You Give (Deluxe),False,273893.0,67.0,0.667,0.381,3.0,-7.494,True,0.0294,0.45799999999999996,0.0,0.11599999999999999,0.19899999999999998,135.97899999999998,4.0
803,Collard GreensScHoolboy Q Featuring Kendrick Lamar,92,2013,ScHoolboy Q Featuring Kendrick Lamar,Collard Greens,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",0zO8ctW0UiuOefR87OeJOZ,,Oxymoron (Deluxe),True,299960.0,73.0,0.825,0.575,11.0,-4.87,True,0.0633,0.025,9.94e-06,0.205,0.65,153.954,4.0
804,Come & Get ItSelena Gomez,6,2013,Selena Gomez,Come & Get It,"['dance pop', 'pop', 'post-teen pop']",6LoQHIo74tOzQ8EsLEkhgF,,Stars Dance (Bonus Track Version),False,231986.0,71.0,0.546,0.787,7.0,-4.1,False,0.0517,0.0101,0.00021,0.0809,0.573,79.979,4.0
805,Come And See MePARTYNEXTDOOR Featuring Drake,55,2016,PARTYNEXTDOOR Featuring Drake,Come And See Me,"['hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'toronto rap', 'trap', 'urban contemporary']",1wZqJM5FGDEl3FjHDxDyQd,https://p.scdn.co/mp3-preview/c0bf3fbbb22c5aed7dec0ec07acc7f9181728d25?cid=b8d3901151d34489a160e3cf0ab1fa94,PARTYNEXTDOOR 3 (P3),True,235477.0,76.0,0.7170000000000001,0.34700000000000003,11.0,-10.265,False,0.0636,0.0511,2.43e-06,0.087,0.0589,84.98700000000001,4.0
806,Come Away To The WaterMaroon 5 Featuring Rozzi Crane,83,2012,Maroon 5 Featuring Rozzi Crane,Come Away To The Water,"['pop', 'pop rock']",7A4KjSFDx0BL75up2eK0OF,,The Hunger Games: Songs From District 12 And Beyond,False,313306.0,40.0,0.384,0.493,4.0,-14.332,False,0.0364,0.47700000000000004,0.0218,0.139,0.28600000000000003,84.387,4.0
807,Come Back SongDarius Rucker,37,2010,Darius Rucker,Come Back Song,"['contemporary country', 'country', 'country road', 'modern country rock']",4sHOAALFZiNa4wukjPSBpq,,Charlesto,False,235146.0,60.0,0.516,0.745,9.0,-5.6739999999999995,True,0.0381,0.138,0.0,0.114,0.77,177.78099999999998,4.0
808,Come Back To EarthMac Miller,91,2018,Mac Miller,Come Back To Earth,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",01z2fBGB8Hl3Jd3zXe4IXR,https://p.scdn.co/mp3-preview/df6cba8215d6607251ad69e032445df6538b7289?cid=b8d3901151d34489a160e3cf0ab1fa94,Swimming,False,161840.0,74.0,0.272,0.23800000000000002,2.0,-12.148,False,0.0349,0.89,0.00925,0.275,0.11900000000000001,83.507,4.0
809,Come Get HerRae Sremmurd,56,2015,Rae Sremmurd,Come Get Her,"['hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",1Ser4X0TKttOvo8bgdytTP,,SremmLife,True,212946.0,77.0,0.687,0.563,2.0,-6.2139999999999995,True,0.163,0.184,0.0,0.0681,0.11199999999999999,185.05599999999998,4.0
810,Come Get It BaePharrell Williams,23,2014,Pharrell Williams,Come Get It Bae,"['dance pop', 'pop', 'pop rap']",24MSdaNRlLgjp8xYeJeXwZ,https://p.scdn.co/mp3-preview/21c3f5d650f2663ebc47d9952d1f912b0eb6d232?cid=b8d3901151d34489a160e3cf0ab1fa94,G I R L,False,201933.0,59.0,0.934,0.7979999999999999,0.0,-5.665,True,0.0849,0.266,4.54e-05,0.0962,0.895,120.162,4.0
811,Come HomeFaith Hill,82,2011,Faith Hill,Come Home,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",7IALMJlkjCSc0brxaQnCbV,https://p.scdn.co/mp3-preview/92722fcd1d1f78ef1663e287c20c75c2cf19a4be?cid=b8d3901151d34489a160e3cf0ab1fa94,Come Home,False,338053.0,20.0,0.419,0.8,2.0,-3.675,True,0.0398,0.094,0.0,0.29100000000000004,0.265,148.13299999999998,4.0
812,Come Join The MurderThe White Buffalo & The Forest Rangers,93,2014,The White Buffalo & The Forest Rangers,Come Join The Murder,['new americana'],1jZoQ2R3wgs1UbOhio9j8I,https://p.scdn.co/mp3-preview/c0472417412b725588da9251cf9dcfbb13fa16e1?cid=b8d3901151d34489a160e3cf0ab1fa94,Come Join the Murder (From Sons of Anarchy),False,448093.0,61.0,0.529,0.445,5.0,-7.156000000000001,True,0.0275,0.67,0.032,0.106,0.179,124.166,4.0
813,Come Out And PlayBillie Eilish,69,2018,Billie Eilish,Come Out And Play,"['electropop', 'pop']",7wC5eZcFS1Q1BsQ35DU6H4,,come out and play,False,210375.0,78.0,0.64,0.321,0.0,-14.604000000000001,True,0.0931,0.693,0.0307,0.114,0.177,145.045,4.0
814,Come OverKenny Chesney,23,2012,Kenny Chesney,Come Over,"['contemporary country', 'country', 'country road']",6BCrbWBpb8d6KWmEqZ41tr,https://p.scdn.co/mp3-preview/2629b16ff68c1879255568b397def81d955c8802?cid=b8d3901151d34489a160e3cf0ab1fa94,Welcome To The Fishbowl,False,248426.0,60.0,0.466,0.7040000000000001,1.0,-7.169,True,0.0353,0.1,2.71e-05,0.0744,0.48100000000000004,176.043,4.0
815,Come ThruDrake,87,2013,Drake,Come Thru,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3eN46sMTppXYMAyWi37wn1,,Nothing Was The Same (Deluxe),True,236360.0,61.0,0.5579999999999999,0.46799999999999997,3.0,-5.812,True,0.17300000000000001,0.159,0.0,0.586,0.405,81.977,4.0
816,Come ThruSummer Walker & Usher,42,2019,Summer Walker & Usher,Come Thru,"['alternative r&b', 'pop', 'pop rap']",3TTMUI5dFcbeNSDTTDY9M8,,Over It,True,181013.0,80.0,0.679,0.728,5.0,-3.092,False,0.154,0.159,0.0,0.107,0.46,152.001,4.0
817,Come Wake Me UpRascal Flatts,52,2012,Rascal Flatts,Come Wake Me Up,"['contemporary country', 'country', 'country road']",5mCttXluvE0gaIArboAoFA,,Changed,False,263253.0,54.0,0.42100000000000004,0.633,4.0,-6.837000000000001,True,0.0433,0.271,0.0,0.113,0.161,155.715,3.0
818,Come With Me NowKONGOS,31,2014,KONGOS,Come With Me Now,"['modern alternative rock', 'modern blues rock', 'modern rock', 'south african rock']",2kWowW0k4oFymhkr7LmvzO,https://p.scdn.co/mp3-preview/9d7f6074ab24a49786133a0a47f1153eeeedd571?cid=b8d3901151d34489a160e3cf0ab1fa94,Lunatic,False,211960.0,70.0,0.654,0.726,10.0,-3.803,False,0.0401,0.0311,6.35e-05,0.0618,0.728,103.98700000000001,4.0
819,ComfortableK Camp,54,2015,K Camp,Comfortable,"['atl hip hop', 'deep pop r&b', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'viral trap']",2BqQQXuBOuhaWeUP7okEx0,,Only Way Is Up (Deluxe),True,211573.0,68.0,0.775,0.41700000000000004,7.0,-8.895,False,0.0974,0.72,0.0,0.125,0.608,109.956,4.0
820,Comin Out StrongFuture Featuring The Weeknd,48,2017,Future Featuring The Weeknd,Comin Out Strong,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",1B87ZDrD3Pno9hS4stamWO,https://p.scdn.co/mp3-preview/5da6e7730e5f7b5155f699309a851b80ceea4f55?cid=b8d3901151d34489a160e3cf0ab1fa94,HNDRXX,True,254369.0,65.0,0.628,0.48100000000000004,1.0,-7.775,True,0.475,0.29,0.0,0.11800000000000001,0.33,108.76100000000001,5.0
821,Coming HomeDiddy - Dirty Money Featuring Skylar Grey,11,2010,Diddy - Dirty Money Featuring Skylar Grey,Coming Home,['hip pop'],6Iocm6VMu6bVNYwiDoyQFW,,Last Train To Paris,False,238693.0,71.0,0.353,0.8220000000000001,7.0,-1.8659999999999999,True,0.23199999999999998,0.155,0.0,0.332,0.237,167.905,4.0
822,Coming HomeKeith Urban Featuring Julia Michaels,50,2018,Keith Urban Featuring Julia Michaels,Coming Home,"['australian country', 'contemporary country', 'country', 'country road']",4pWb8UZ6IPVJA3CPjCNgzq,,Graffiti U,False,213938.0,59.0,0.38299999999999995,0.703,4.0,-6.9879999999999995,True,0.228,0.21600000000000003,5.47e-06,0.131,0.57,88.50200000000001,4.0
823,CommasFuture,55,2015,Future,Commas,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",49zD0wr2S3d0lZPib0K4e1,https://p.scdn.co/mp3-preview/374e7f17d3d4206d91557263c39396a5b2fc38fe?cid=b8d3901151d34489a160e3cf0ab1fa94,DS2 (Deluxe),True,237400.0,70.0,0.8740000000000001,0.568,11.0,-5.896,False,0.22399999999999998,0.0698,1.3800000000000002e-05,0.149,0.46,139.995,4.0
824,CompanyJustin Bieber,53,2015,Justin Bieber,Company,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",61uyGDPJ06MkxJtHgPmuyO,,Purpose (Deluxe),False,208120.0,72.0,0.617,0.8,4.0,-5.024,False,0.0654,0.147,0.0,0.0852,0.42,94.985,4.0
825,CompassLady Antebellum,46,2013,Lady Antebellum,Compass,"['contemporary country', 'country', 'country dawn', 'country pop', 'country road']",2ubncjpv82GY5uES29L5ik,,Golden (Deluxe Edition),False,183066.0,53.0,0.56,0.77,0.0,-4.694,True,0.0256,0.096,6.39e-06,0.10800000000000001,0.521,100.01299999999999,4.0
826,Con CalmaDaddy Yankee & Katy Perry Featuring Snow,22,2019,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",5w9c2J52mkdntKOmRLeM2m,,Con Calma,False,193226.0,88.0,0.737,0.86,8.0,-2.6519999999999997,False,0.0593,0.11,1.94e-06,0.0574,0.6559999999999999,93.98899999999999,4.0
827,Con CalmaDaddy Yankee & Katy Perry Featuring Snow,22,2019,Daddy Yankee & Katy Perry Featuring Snow,Con Calma,"['latin', 'latin hip hop', 'reggaeton', 'tropical']",5w9c2J52mkdntKOmRLeM2m,,Con Calma,False,193226.0,88.0,0.737,0.86,8.0,-2.6519999999999997,False,0.0593,0.11,1.94e-06,0.0574,0.6559999999999999,93.98899999999999,4.0
828,ConfessionFlorida Georgia Line,53,2016,Florida Georgia Line,Confession,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",6IFPfV8PNSYOmufzQ95hmm,,Anything Goes,False,190640.0,62.0,0.556,0.873,1.0,-5.056,True,0.0348,0.10099999999999999,0.000131,0.17600000000000002,0.48,104.986,4.0
829,Confessions Of A Dangerous MindLogic,78,2019,Logic,Confessions Of A Dangerous Mind,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",6yIGZp1AaFBoDczu3b4hVU,,Confessions of a Dangerous Mind,True,283866.0,71.0,0.8059999999999999,0.7559999999999999,7.0,-4.093,False,0.20800000000000002,0.385,0.0,0.11,0.637,141.97,4.0
830,ConfidentDemi Lovato,21,2015,Demi Lovato,Confident,"['dance pop', 'pop', 'post-teen pop']",0Mn3amMRMoabaoTf1Publ4,,Confident (Deluxe Edition),True,205745.0,75.0,0.606,0.763,10.0,-6.197,False,0.0669,0.00182,0.00015900000000000002,0.11599999999999999,0.309,130.018,4.0
831,ConfidentJustin Bieber Featuring Chance The Rapper,41,2013,Justin Bieber Featuring Chance The Rapper,Confident,"['canadian pop', 'dance pop', 'pop', 'post-teen pop']",5Isz0twJeFdduOQEFQLezv,,Journals,False,248133.0,60.0,0.738,0.563,5.0,-5.4670000000000005,False,0.11,0.113,0.0,0.191,0.8759999999999999,134.132,4.0
832,CongratulationsPost Malone Featuring Quavo,8,2016,Post Malone Featuring Quavo,Congratulations,"['dfw rap', 'melodic rap', 'rap']",3a1lNhkSLSkpJE4MSHpDu9,,Stoney (Deluxe),True,220293.0,85.0,0.63,0.804,6.0,-4.183,True,0.0363,0.215,0.0,0.253,0.49200000000000005,123.146,4.0
833,ConquerorEmpire Cast Featuring Estelle & Jussie Smollett,42,2015,Empire Cast Featuring Estelle & Jussie Smollett,Conqueror,"['r&b', 'urban contemporary']",7uQztXdiRLRu4YSviPqfD9,https://p.scdn.co/mp3-preview/7eb176f7dc2a54c12616b850e2ca79de2ff397d0?cid=b8d3901151d34489a160e3cf0ab1fa94,Original Soundtrack from Season 1 of Empire (Deluxe),False,268426.0,46.0,0.573,0.59,0.0,-6.37,True,0.0344,0.298,0.0,0.105,0.375,130.016,4.0
834,ConscienceKodak Black Featuring Future,93,2017,Kodak Black Featuring Future,Conscience,"['florida rap', 'hip hop', 'melodic rap', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",16dXg2YuFOxwDC3cTf5jde,https://p.scdn.co/mp3-preview/83b4156de8d6d5ff6296ac872ed6e1953ccbae1b?cid=b8d3901151d34489a160e3cf0ab1fa94,Painting Pictures,True,219753.0,57.0,0.6659999999999999,0.693,1.0,-3.638,True,0.19899999999999998,0.047,0.0,0.115,0.132,159.972,4.0
835,ConsequencesCamila Cabello,51,2018,Camila Cabello,Consequences,"['dance pop', 'pop', 'post-teen pop']",7sTtHHrD0zDpmzQzH3zegz,https://p.scdn.co/mp3-preview/95bdf2362bdb2be09a15a9cca0d8ee885e330916?cid=b8d3901151d34489a160e3cf0ab1fa94,Camila,False,178466.0,74.0,0.455,0.292,0.0,-6.792000000000001,True,0.0563,0.889,0.0,0.106,0.43,84.339,5.0
836,Consider Me GoneReba,45,2010,Reba,Consider Me Gone,"['contemporary country', 'country', 'country dawn', 'oklahoma country']",0fNCLvSVUEK7NTwhu5vk5B,,Keep On Loving You,False,218053.0,62.0,0.5870000000000001,0.732,8.0,-3.8510000000000004,True,0.0296,0.098,0.0,0.0917,0.45299999999999996,97.031,4.0
837,Constant CravingGlee Cast,89,2011,Glee Cast,Constant Craving,"['glee club', 'hollywood', 'post-teen pop']",2tRQSSpgHBGzAHJnhP6HiO,https://p.scdn.co/mp3-preview/c112d56685488a4b9329515ebad1237bf0b07da7?cid=b8d3901151d34489a160e3cf0ab1fa94,Glee: The Musi,False,278066.0,40.0,0.545,0.802,5.0,-4.622,False,0.0313,0.0728,0.0,0.19699999999999998,0.24100000000000002,129.01,4.0
838,ContraLogic,60,2018,Logic,Contra,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",7u90MSvVyEjL0c8icaE7jl,,Bobby Tarantino II,True,217146.0,63.0,0.805,0.8240000000000001,1.0,-5.843999999999999,True,0.0534,0.102,0.0,0.198,0.649,126.012,4.0
839,ControllaDrake,16,2016,Drake,Controlla,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3O8NlPh2LByMU9lSRSHedm,,Views,True,245226.0,74.0,0.545,0.478,10.0,-11.065999999999999,False,0.287,0.0873,0.0,0.114,0.317,92.32600000000001,4.0
840,CoolJonas Brothers,27,2019,Jonas Brothers,Cool,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",7yfi8B8opXjnRh4VZnOkz9,,Happiness Begins,False,167106.0,76.0,0.6829999999999999,0.598,0.0,-5.487,True,0.0423,0.00873,0.0,0.156,0.62,78.969,4.0
841,CoolJonas Brothers,27,2019,Jonas Brothers,Cool,"['boy band', 'dance pop', 'pop', 'pop rock', 'post-teen pop']",7yfi8B8opXjnRh4VZnOkz9,,Happiness Begins,False,167106.0,76.0,0.6829999999999999,0.598,0.0,-5.487,True,0.0423,0.00873,0.0,0.156,0.62,78.969,4.0
842,Cool For The SummerDemi Lovato,11,2015,Demi Lovato,Cool For The Summer,"['dance pop', 'pop', 'post-teen pop']",2zFF6jG5hQArbzcXz3KUWk,,Confident (Deluxe Edition),True,214739.0,71.0,0.584,0.614,5.0,-5.587000000000001,False,0.0363,0.00506,9.7e-05,0.0802,0.28,114.075,4.0
843,Cool GirlTove Lo,84,2016,Tove Lo,Cool Girl,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']",3tJ4y2Zqx6gM9xOAuFfsSF,,Lady Wood,True,199179.0,70.0,0.674,0.6940000000000001,9.0,-7.0760000000000005,False,0.109,0.313,7.17e-06,0.0752,0.203,101.993,4.0
844,Cool KidsEchosmith,13,2014,Echosmith,Cool Kids,"['indie poptimism', 'pop rock']",13P5rwmk2EsoFRIz9UCeh9,https://p.scdn.co/mp3-preview/27df0a89036135748fd03fb67114abeb00c529a4?cid=b8d3901151d34489a160e3cf0ab1fa94,Talking Dreams (Deluxe Version),False,237626.0,71.0,0.7190000000000001,0.6709999999999999,8.0,-6.279,True,0.0336,0.0372,8.21e-06,0.12,0.7859999999999999,130.02700000000002,4.0
845,Cooler Than MeMike Posner,6,2010,Mike Posner,Cooler Than Me,"['dance pop', 'pop', 'pop rap']",2V4bv1fNWfTcyRJKmej6Sj,https://p.scdn.co/mp3-preview/d78dacc5ceea4c08aca454b4eb4bd3b1c895799d?cid=b8d3901151d34489a160e3cf0ab1fa94,31 Minutes to Takeoff,False,213293.0,73.0,0.768,0.82,7.0,-4.63,False,0.0475,0.179,0.0,0.7040000000000001,0.625,129.969,4.0
846,Cop CarKeith Urban,41,2014,Keith Urban,Cop Car,"['australian country', 'contemporary country', 'country', 'country road']",5vCgOg9VqRaAUbnflCO6P3,,Fuse (Deluxe Edition),False,256746.0,61.0,0.5379999999999999,0.664,1.0,-6.318,True,0.0392,0.193,0.0,0.0918,0.366,154.033,4.0
849,Cornelia StreetTaylor Swift,57,2019,Taylor Swift,Cornelia Street,"['dance pop', 'pop', 'post-teen pop']",12M5uqx0ZuwkpLp5rJim1a,,Lover,False,287266.0,74.0,0.8240000000000001,0.624,0.0,-9.728,True,0.0827,0.7809999999999999,0.00018899999999999999,0.1,0.248,102.012,4.0
850,Cost Of Livin'Ronnie Dunn,86,2011,Ronnie Dunn,Cost Of Livin',"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock', 'oklahoma country']",41TDpmZqjVfCEFE8yMNhGc,https://p.scdn.co/mp3-preview/2a9481467c763b366e457c26333319910698ac96?cid=b8d3901151d34489a160e3cf0ab1fa94,Ronnie Dunn (Expanded Edition),False,250480.0,48.0,0.662,0.29,4.0,-7.896,True,0.0349,0.895,0.0,0.0959,0.28300000000000003,148.393,4.0
851,"Costa RicaDreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",75,2019,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",Costa Rica,"['hip hop', 'rap']",5WnfnSpuNEGXyEt78PBA6d,,Revenge Of The Dreamers III,True,217866.0,77.0,0.642,0.647,7.0,-6.312,False,0.428,0.517,0.0,0.0649,0.664,120.749,4.0
