,songid,week_position,year,performer,song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_album,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,#BeautifulMariah Carey Featuring Miguel,15,2013,Mariah Carey Featuring Miguel,#Beautiful,"['dance pop', 'pop', 'r&b', 'urban contemporary']",617KSbx52ACbnQBxSsG26X,,Me. I Am Mariah…The Elusive Chanteuse (Deluxe),False,199866.0,56.0,0.677,0.7490000000000001,4.0,-5.405,True,0.0391,0.34600000000000003,0.0,0.34700000000000003,0.469,107.042,4.0
1,#SELFIEThe Chainsmokers,16,2014,The Chainsmokers,#SELFIE,"['electropop', 'pop', 'tropical house']",1HOlb9rdNOmy9b1Fakicjo,,#SELFIE,False,183750.0,65.0,0.807,0.9159999999999999,0.0,-3.282,True,0.226,0.0134,1.22e-05,0.0787,0.6509999999999999,127.973,4.0
2,#thatPOWERwill.i.am Featuring Justin Bieber,17,2013,will.i.am Featuring Justin Bieber,#thatPOWER,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",01TuObJVd7owWchVRuQbQw,,#willpower (Deluxe),False,279506.0,68.0,0.797,0.608,6.0,-6.096,False,0.0583,0.00112,7.659999999999999e-05,0.0748,0.40299999999999997,128.0,4.0
3,$ave Dat MoneyLil Dicky Featuring Fetty Wap & Rich Homie Quan,71,2015,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,$ave Dat Money,"['pop rap', 'rap']",6AoYWCzsDls6c61Zp5qTuU,https://p.scdn.co/mp3-preview/c02398a0ba7009d8ab0d410e6e8c162cd2f543f0?cid=b8d3901151d34489a160e3cf0ab1fa94,Professional Rapper,True,290835.0,71.0,0.858,0.6970000000000001,2.0,-5.361000000000001,True,0.23,0.114,0.0,0.22399999999999998,0.364,98.012,4.0
4,'Til Summer Comes AroundKeith Urban,58,2010,Keith Urban,'Til Summer Comes Around,"['australian country', 'contemporary country', 'country', 'country road']",1CKmI1IQjVEVB3F7VmJmM3,,Defying Gravity,False,331466.0,42.0,0.57,0.629,9.0,-7.608,False,0.0331,0.593,0.000136,0.77,0.308,127.90700000000001,4.0
5,(I've Had) The Time Of My LifeGlee Cast,38,2010,Glee Cast,(I've Had) The Time Of My Life,"['glee club', 'hollywood', 'post-teen pop']",1wYDz3NuqlGxPnQDX8OuV6,https://p.scdn.co/mp3-preview/160f06753d3555c8699ed1d9165de2c79c076023?cid=b8d3901151d34489a160e3cf0ab1fa94,Glee: The Musi,False,277560.0,49.0,0.45899999999999996,0.77,9.0,-5.996,True,0.0472,0.0765,0.0,0.0879,0.168,110.705,4.0
6,(If You're Wondering If I Want You To) I Want You ToWeezer,95,2010,Weezer,(If You're Wondering If I Want You To) I Want You To,"['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",09aDV0TC2RfWFU5IwZfIdG,,Raditude (Deluxe),False,208773.0,51.0,0.7040000000000001,0.8690000000000001,11.0,-5.707999999999999,False,0.0442,0.0021899999999999997,0.000117,0.127,0.8,110.015,4.0
7,(It) Feels So GoodSteven Tyler,35,2011,Steven Tyler,(It) Feels So Good,['modern country rock'],3xuzbqmCALn6Ua8JeOrnZl,https://p.scdn.co/mp3-preview/401ffd88ff860f54ab5bb46b86c4be412e06e164?cid=b8d3901151d34489a160e3cf0ab1fa94,(It) Feels So Good,False,211293.0,33.0,0.738,0.9520000000000001,6.0,-3.386,False,0.0515,0.0631,0.0,0.21600000000000003,0.899,122.0,4.0
8,(Kissed You) Good NightGloriana,34,2012,Gloriana,(Kissed You) Good Night,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0Rj68IX1WqAtceUZQGk7aa,https://p.scdn.co/mp3-preview/003038e1f66e519bbdf6c6de843bc4dbb1ecedec?cid=b8d3901151d34489a160e3cf0ab1fa94,A Thousand Miles Left Behind,False,232903.0,51.0,0.523,0.747,11.0,-6.125,True,0.0292,0.0807,0.0,0.11,0.294,118.97,4.0
9,(There's No Place Like) Home For The HolidaysPerry Como,32,2018,Perry Como,(There's No Place Like) Home For The Holidays,"['adult standards', 'brill building pop', 'easy listening', 'vocal jazz']",5mKxNjNnRFpO9Muzw3Ug0u,https://p.scdn.co/mp3-preview/621164ed625563047f37a7f68d5da81f202829a8?cid=b8d3901151d34489a160e3cf0ab1fa94,Greatest Christmas Songs,False,171333.0,66.0,0.69,0.18899999999999997,0.0,-12.797,True,0.0316,0.897,0.0,0.133,0.735,78.042,4.0
10,***FlawlessBeyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,41,2014,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,***Flawless,"['dance pop', 'pop', 'pop rap', 'r&b']",0zVMzJ37VQNFUNvdxxat2E,https://p.scdn.co/mp3-preview/89a75c3b0d197bc20f28ae18f586971638a4df6d?cid=b8d3901151d34489a160e3cf0ab1fa94,BEYONC,True,234413.0,68.0,0.639,0.659,8.0,-7.273,True,0.215,0.24100000000000002,8.33e-06,0.484,0.457,136.80100000000002,4.0
12,0 To 100 / The Catch UpDrake,35,2014,Drake,0 To 100 / The Catch Up,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4jtyUzZm9WLc2AdaJ1dso7,,0 To 100 / The Catch Up,True,275226.0,73.0,0.7070000000000001,0.7090000000000001,11.0,-3.9789999999999996,False,0.34,0.763,0.0,0.27399999999999997,0.501,89.094,4.0
13,1 NightLil Yachty,49,2016,Lil Yachty,1 Night,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",40yJGQyEaBbIkXpwMFkXip,,Lil Boat,True,243269.0,72.0,0.762,0.47600000000000003,0.0,-12.686,True,0.114,0.366,0.0,0.10300000000000001,0.375,130.007,4.0
14,1+1Beyonce,57,2011,Beyonce,1+1,"['dance pop', 'pop', 'pop rap', 'r&b']",1pzJboOZaDNwshBnOlNh3a,https://p.scdn.co/mp3-preview/58cc606a4cfbc06309d2091f2d6207782518ce9b?cid=b8d3901151d34489a160e3cf0ab1fa94,4,False,273880.0,60.0,0.303,0.384,6.0,-7.3420000000000005,True,0.0339,0.381,5.14e-06,0.0661,0.261,63.345,5.0
15,"1, 2 ManyLuke Combs & Brooks & Dunn",97,2019,Luke Combs & Brooks & Dunn,"1, 2 Many",['contemporary country'],6pgN3d6oBrhmrSAKBfWNsf,https://p.scdn.co/mp3-preview/9b0000073a51cafd5c1d642f2bea676e7a2450c2?cid=b8d3901151d34489a160e3cf0ab1fa94,What You See Is What You Get,False,180906.0,73.0,0.54,0.821,6.0,-3.7889999999999997,True,0.0875,0.0397,0.0,0.423,0.685,148.791,4.0
18,10 BandsDrake,58,2015,Drake,10 Bands,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",12d5QFwzh60IIHlsSnAvps,,If You're Reading This It's Too Late,True,177733.0,66.0,0.835,0.7559999999999999,7.0,-3.7889999999999997,True,0.382,0.23,0.0,0.0801,0.87,173.0,4.0
19,10 Freaky GirlsMetro Boomin Featuring 21 Savage,42,2018,Metro Boomin Featuring 21 Savage,10 Freaky Girls,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",0AluA5RNsa4Cx6XRhf2hWZ,,NOT ALL HEROES WEAR CAPES (Deluxe),True,208293.0,79.0,0.81,0.353,6.0,-9.931000000000001,False,0.31,0.588,0.0,0.102,0.0727,88.031,4.0
21,100The Game Featuring Drake,82,2015,The Game Featuring Drake,100,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",46MFlm7p0Vqd0eXmLtDlN4,https://p.scdn.co/mp3-preview/fde108a41defd0d634842c57ea0982d967865a55?cid=b8d3901151d34489a160e3cf0ab1fa94,The Documentary 2,True,334360.0,62.0,0.8009999999999999,0.521,4.0,-9.871,False,0.28,0.0136,0.0,0.179,0.41200000000000003,108.025,4.0
22,100 GrandkidsMac Miller,100,2015,Mac Miller,100 Grandkids,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap']",4z0PnuB07fxtVZZRWsCfxb,https://p.scdn.co/mp3-preview/c96f69a2a5f2ab346a1fe83c39e77d5efca484a7?cid=b8d3901151d34489a160e3cf0ab1fa94,GO:OD AM,True,278506.0,65.0,0.735,0.7490000000000001,10.0,-3.766,False,0.0874,0.371,0.0,0.47,0.373,93.71799999999999,4.0
23,1400 / 999 FreestyleTrippie Redd Featuring Juice WRLD,55,2018,Trippie Redd Featuring Juice WRLD,1400 / 999 Freestyle,"['melodic rap', 'rap', 'trap']",75lcPkAkUsKWHGBlGM476R,,A Love Letter To You 3,True,175954.0,83.0,0.825,0.5720000000000001,6.0,-6.067,False,0.0864,0.0079,0.0,0.113,0.568,141.991,4.0
24,143Bobby Brackins Featuring Ray J,76,2010,Bobby Brackins Featuring Ray J,143,"['cali rap', 'slow game']",4DdaOUTsCqz4cLK3z92oso,,143,True,206813.0,44.0,0.8340000000000001,0.758,11.0,-7.135,True,0.106,0.0113,0.0,0.0238,0.759,98.021,4.0
25,17 AgainBrantley Gilbert,90,2014,Brantley Gilbert,17 Again,"['contemporary country', 'country', 'country road', 'modern country rock']",7qgsIONiXn49hfU4OfgBSJ,,Just As I Am (Platinum Edition),False,239773.0,42.0,0.43200000000000005,0.872,1.0,-4.9110000000000005,True,0.0358,0.0108,1.1400000000000001e-05,0.37200000000000005,0.67,173.945,4.0
26,18One Direction,87,2014,One Direction,18,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",3JjnGLK8IxkNLvo8Lb3KOM,https://p.scdn.co/mp3-preview/3e06f146adca97db0180076ce10af09748dfde9c?cid=b8d3901151d34489a160e3cf0ab1fa94,FOUR (Deluxe),False,248360.0,74.0,0.6809999999999999,0.5820000000000001,6.0,-7.76,False,0.0313,0.22,0.0,0.11900000000000001,0.221,124.038,4.0
27,19 You + MeDan + Shay,42,2014,Dan + Shay,19 You + Me,"['contemporary country', 'pop']",7ongSdLv28Z27WeCrzZXwB,https://p.scdn.co/mp3-preview/0c7656fe86c53e13469f69e11043548bd11c3a68?cid=b8d3901151d34489a160e3cf0ab1fa94,Where It All Began,False,217406.0,63.0,0.493,0.67,6.0,-5.131,True,0.0298,0.319,0.0,0.102,0.451,151.989,3.0
28,1901Phoenix,84,2010,Phoenix,1901,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave']",3FM33HqRlV7J1QJoPOnd2u,https://p.scdn.co/mp3-preview/6566d9e440cf5b8efd1d5df9e912b37c8b2202d7?cid=b8d3901151d34489a160e3cf0ab1fa94,Wolfgang Amadeus Phoenix,False,193106.0,66.0,0.591,0.831,0.0,-5.647,True,0.0415,0.0605,4.6700000000000003e-05,0.19,0.705,144.084,4.0
29,1942G-Eazy Featuring Yo Gotti & YBN Nahmir,70,2018,G-Eazy Featuring Yo Gotti & YBN Nahmir,1942,"['hip hop', 'indie pop rap', 'pop rap', 'rap']",794QVQtFNy7hvtjQP1keQd,https://p.scdn.co/mp3-preview/1ba819ff8c191a13cbd7a7e81037349f93f2ddd7?cid=b8d3901151d34489a160e3cf0ab1fa94,1942,True,213080.0,72.0,0.8170000000000001,0.6459999999999999,4.0,-5.12,False,0.249,0.0152,0.0,0.125,0.835,162.898,4.0
30,1942 FlowsMeek Mill,83,2017,Meek Mill,1942 Flows,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",7sLDnUauivS2vN6Z9EfUJT,https://p.scdn.co/mp3-preview/d63b48b11ef3afeedda4aa60d5d4cd034cb97bc0?cid=b8d3901151d34489a160e3cf0ab1fa94,Wins & Losses,True,282666.0,61.0,0.63,0.628,2.0,-4.016,True,0.327,0.0515,0.0,0.091,0.266,121.307,5.0
31,1985 (Intro To The Fall Off)J. Cole,20,2018,J. Cole,1985 (Intro To The Fall Off),"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",7EulRO07ZgchxqKUHb8Pvc,,KOD,True,190176.0,70.0,0.6779999999999999,0.648,2.0,-5.892,True,0.445,0.147,0.0,0.182,0.635,94.336,4.0
32,1994Jason Aldean,52,2013,Jason Aldean,1994,"['contemporary country', 'country', 'country road']",3C6WblKJq7rpsPsIafytEV,https://p.scdn.co/mp3-preview/f7988724a03176670d57bbfd02bf9e8304fa1656?cid=b8d3901151d34489a160e3cf0ab1fa94,Night Train,False,242680.0,53.0,0.598,0.777,11.0,-6.676,False,0.0396,0.183,0.0,0.111,0.821,159.942,4.0
33,1999Prince,27,2016,Prince,1999,"['bachata', 'latin', 'latin pop', 'reggaeton', 'tropical']",2H7PHVdQ3mXqEHXcvclTB0,https://p.scdn.co/mp3-preview/a9e29b17391150efb9a933faf491db7ea17f8274?cid=b8d3901151d34489a160e3cf0ab1fa94,1999,False,379266.0,68.0,0.866,0.73,5.0,-8.201,True,0.0767,0.13699999999999998,0.0,0.0843,0.625,118.523,4.0
34,2 OnTinashe Featuring ScHoolboy Q,24,2014,Tinashe Featuring ScHoolboy Q,2 On,"['alternative r&b', 'dance pop', 'deep pop r&b', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",3jVtllWS5CFFWLQng8sKsr,https://p.scdn.co/mp3-preview/f282a42fdb44e5245e9b9298fe9d2422e15bc3be?cid=b8d3901151d34489a160e3cf0ab1fa94,Aquarius,True,227000.0,69.0,0.742,0.595,9.0,-7.51,True,0.107,0.15,0.0,0.111,0.431,101.01299999999999,4.0
35,2 PhonesKevin Gates,17,2016,Kevin Gates,2 Phones,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",0wdKiSBUT7aZkXUIdJWcwC,https://p.scdn.co/mp3-preview/1d3c6c844fa6f0f6fa242966da884f9b196b3d28?cid=b8d3901151d34489a160e3cf0ab1fa94,Islah (Deluxe),True,240000.0,71.0,0.895,0.6809999999999999,7.0,-5.267,False,0.358,0.157,0.0,0.18899999999999997,0.5539999999999999,121.91799999999999,4.0
36,2 ReasonsTrey Songz Featuring T.I.,43,2012,Trey Songz Featuring T.I.,2 Reasons,"['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",6lgzJuBX3iqevLdtgNlyAU,https://p.scdn.co/mp3-preview/68cc84155215d5bfa06cbbf9ac6e73a23203843d?cid=b8d3901151d34489a160e3cf0ab1fa94,Chapter V (Deluxe),True,197626.0,53.0,0.7340000000000001,0.746,11.0,-5.088,True,0.0762,0.00135,0.0,0.17800000000000002,0.539,94.03299999999999,4.0
37,2012 (It Ain't The End)Jay Sean Featuring Nicki Minaj,31,2010,Jay Sean Featuring Nicki Minaj,2012 (It Ain't The End),"['australian pop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1ERCOXHQcoLSTlgmNTlcrR,,2012 (It Ain't The End),False,222200.0,55.0,0.718,0.8009999999999999,0.0,-2.5810000000000004,True,0.0386,0.226,0.0,0.39,0.5379999999999999,127.016,4.0
38,21st Century GirlWillow,99,2011,Willow,21st Century Girl,"['dance pop', 'electropop', 'pop']",3YeSBr4X8luRfhWwiHHnad,https://p.scdn.co/mp3-preview/69152bc98a9a09fac04d9ed4191da08bb8cc738c?cid=b8d3901151d34489a160e3cf0ab1fa94,21st Century Girl (Willow Tribute) - Instrumental,False,183144.0,0.0,0.8320000000000001,0.823,9.0,-6.097,True,0.0385,0.02,0.84,0.14800000000000002,0.43799999999999994,127.985,4.0
39,22Taylor Swift,20,2012,Taylor Swift,22,"['pop', 'post-teen pop']",3bIxTsfeNMO7Nt2J3EUKrA,,Red (Deluxe Edition),False,230133.0,62.0,0.664,0.7390000000000001,7.0,-6.539,True,0.0377,0.0027,0.0027300000000000002,0.0742,0.703,104.012,4.0
40,223'sYNW Melly & 9lokknine,34,2019,YNW Melly & 9lokknine,223's,"['melodic rap', 'rap', 'trap']",4sjiIpEv617LDXaidKioOI,https://p.scdn.co/mp3-preview/3b3cbec1fa7d67c39c0fe5f274e438c4f1cc35b5?cid=b8d3901151d34489a160e3cf0ab1fa94,223's (feat. 9lokknine),True,176640.0,87.0,0.932,0.547,0.0,-7.787000000000001,False,0.33299999999999996,0.0388,0.0,0.0924,0.695,94.99799999999999,4.0
41,"23Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",11,2013,"Mike WiLL Made-It Featuring Miley Cyrus, Wiz Khalifa & Juicy J",23,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",20FZrLl9zSbO9b3DhaqO6M,,23,True,252520.0,70.0,0.863,0.605,2.0,-5.231,True,0.0572,0.000366,3.71e-06,0.132,0.327,140.031,4.0
42,24 HoursTeeFLii Featuring 2 Chainz,85,2014,TeeFLii Featuring 2 Chainz,24 Hours,"['deep pop r&b', 'west coast trap']",7LWtfSW68VAkHp3hpcFDCY,https://p.scdn.co/mp3-preview/765bb734b236314e575b3f35ef2dd4007b43fa7c?cid=b8d3901151d34489a160e3cf0ab1fa94,24 Hours,True,215986.0,48.0,0.833,0.638,1.0,-9.119,True,0.0441,0.0392,4.83e-06,0.17300000000000001,0.39899999999999997,100.01,4.0
46,25 To LifeEminem,92,2010,Eminem,25 To Life,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",0dyWQoMOU9oERL6c9vxtRp,,Recovery,True,241586.0,67.0,0.701,0.9309999999999999,8.0,-0.945,False,0.243,0.239,0.0,0.19399999999999998,0.36200000000000004,79.99600000000001,4.0
47,2UDavid Guetta Featuring Justin Bieber,16,2017,David Guetta Featuring Justin Bieber,2U,"['dance pop', 'edm', 'pop']",762UXiwEHYY97VL45sAUPR,,2U,False,194906.0,67.0,0.542,0.654,8.0,-5.862,False,0.0537,0.23,0.0,0.24100000000000002,0.563,144.971,4.0
49,3 Headed SnakeGunna Featuring Young Thug,74,2019,Gunna Featuring Young Thug,3 Headed Snake,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",2OaKHGvIxoOzIYjyMsxcT8,https://p.scdn.co/mp3-preview/f4896e2a359a26e1b45dd80877c574022fbcb32f?cid=b8d3901151d34489a160e3cf0ab1fa94,Drip or Drown 2,True,241995.0,68.0,0.914,0.415,6.0,-10.708,True,0.46399999999999997,0.0536,0.0,0.131,0.6459999999999999,135.03,4.0
50,30 For 30 FreestyleDrake,88,2015,Drake,30 For 30 Freestyle,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",1DmnEYXa4WfbdhAPwNzgD8,,What A Time To Be Alive,True,253934.0,56.0,0.7070000000000001,0.619,4.0,-9.142999999999999,False,0.409,0.6709999999999999,0.0,0.12300000000000001,0.317,88.955,4.0
51,31 DaysFuture,65,2018,Future,31 Days,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",7MywASx2OFZngfoORjo1yy,https://p.scdn.co/mp3-preview/5a8f5d7674714fd4a1855e66c8771f396e82f11f?cid=b8d3901151d34489a160e3cf0ab1fa94,BEASTMODE 2,True,240682.0,56.0,0.875,0.644,1.0,-6.553999999999999,True,0.222,0.267,0.0,0.125,0.7879999999999999,139.086,4.0
53,365Zedd & Katy Perry,86,2019,Zedd & Katy Perry,365,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",2XWjPtKdi5sucFYtVav07d,,365,False,181899.0,78.0,0.745,0.693,2.0,-5.479,False,0.034,0.33899999999999997,0.0,0.12300000000000001,0.248,98.039,4.0
56,4 Da GangFuture,92,2017,Future,4 Da Gang,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",3IJ6BBFLD2I2CH3hHFQj3O,https://p.scdn.co/mp3-preview/20af7ede8a6b9061c7f0fed9218fdc83b6ee463d?cid=b8d3901151d34489a160e3cf0ab1fa94,SUPER SLIMEY,True,187748.0,55.0,0.705,0.474,2.0,-7.534,True,0.355,0.0751,0.0,0.22899999999999998,0.179,146.244,4.0
57,4 MinutesGlee Cast,89,2010,Glee Cast,4 Minutes,"['glee club', 'hollywood', 'post-teen pop']",5aWlISJTMKHHThgoXIYUw8,https://p.scdn.co/mp3-preview/32803813a40999eed87a61364ad5e2a652732bdb?cid=b8d3901151d34489a160e3cf0ab1fa94,Glee: The Musi,False,189400.0,44.0,0.675,0.9420000000000001,7.0,-3.096,False,0.0518,0.0052,0.000167,0.0764,0.414,112.93799999999999,4.0
58,4 My Town (Play Ball)Birdman Featuring Drake & Lil Wayne,97,2010,Birdman Featuring Drake & Lil Wayne,4 My Town (Play Ball),"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",3922kPG1JMYBNhACLo9j3f,,Pricele$$,True,261266.0,44.0,0.461,0.624,1.0,-6.909,True,0.278,0.0546,0.0,0.303,0.511,152.167,4.0
59,4 Your Eyez OnlyJ. Cole,29,2016,J. Cole,4 Your Eyez Only,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",1vvnYpYEMVB4aq9I6tHIEB,,4 Your Eyez Only,True,530253.0,66.0,0.7040000000000001,0.48100000000000004,11.0,-10.493,False,0.363,0.37799999999999995,7.09e-05,0.0874,0.494,78.628,4.0
60,44 MoreLogic,22,2018,Logic,44 More,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",3e7Y6sfFlIdBMJhX7wpqVO,,Bobby Tarantino II,True,188600.0,75.0,0.8290000000000001,0.589,1.0,-7.055,True,0.20199999999999999,0.0635,0.0,0.113,0.233,139.971,4.0
61,4422Drake Featuring Sampha,50,2017,Drake Featuring Sampha,4422,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",2fkeWbM6iqTw7oGHTYm2lw,,More Life,False,186293.0,64.0,0.621,0.247,11.0,-12.290999999999999,False,0.0393,0.499,0.0239,0.113,0.221,111.97399999999999,4.0
62,444+222Lil Uzi Vert,60,2017,Lil Uzi Vert,444+222,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",1QgTBfRN5m81a5K01qens6,https://p.scdn.co/mp3-preview/413e7c7d62f9a8fff6167cfffec232cc1f491cec?cid=b8d3901151d34489a160e3cf0ab1fa94,Luv Is Rage 2,True,247347.0,65.0,0.7909999999999999,0.513,10.0,-6.568,False,0.26899999999999996,0.0235,2.8300000000000003e-05,0.10099999999999999,0.48100000000000004,76.997,4.0
64,4th DimensionKIDS SEE GHOSTS Featuring Louis Prima,42,2018,KIDS SEE GHOSTS Featuring Louis Prima,4th Dimension,"['hip hop', 'rap']",6JyEh4kl9DLwmSAoNDRn5b,,KIDS SEE GHOSTS,True,153351.0,71.0,0.765,0.542,1.0,-6.755,True,0.39,0.278,1.87e-05,0.609,0.7340000000000001,171.945,4.0
65,5 O'ClockT-Pain Featuring Wiz Khalifa & Lily Allen,10,2011,T-Pain Featuring Wiz Khalifa & Lily Allen,5 O'Clock,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",6j236RwzFFj4wqH2tWJNBD,https://p.scdn.co/mp3-preview/a5f69f8dace0a71241f6788c9329567b57bd4d63?cid=b8d3901151d34489a160e3cf0ab1fa94,5 O'Clock,True,281533.0,61.0,0.4,0.882,7.0,-1.9580000000000002,False,0.33399999999999996,0.168,0.0,0.124,0.385,167.114,4.0
66,5% TintTravis Scott,36,2018,Travis Scott,5% Tint,['rap'],11kDth1aKUEUMq9r1pqyds,https://p.scdn.co/mp3-preview/ad1658a248876de250e67e1bd2b8be802043b06a?cid=b8d3901151d34489a160e3cf0ab1fa94,ASTROWORLD,True,196138.0,73.0,0.7120000000000001,0.48100000000000004,4.0,-5.415,False,0.0487,0.17300000000000001,0.0,0.24100000000000002,0.062,140.0,4.0
68,50 Ways To Say GoodbyeTrain,20,2012,Train,50 Ways To Say Goodbye,"['neo mellow', 'pop', 'pop rock']",2NniAhAtkRACaMeYt48xlD,https://p.scdn.co/mp3-preview/49535b4f73876b27111861b0f6c2f0902264a305?cid=b8d3901151d34489a160e3cf0ab1fa94,California 37,False,247946.0,66.0,0.591,0.935,6.0,-2.6639999999999997,True,0.0478,0.00028399999999999996,0.000278,0.142,0.736,140.043,4.0
69,6 Foot 7 FootLil Wayne Featuring Cory Gunz,9,2011,Lil Wayne Featuring Cory Gunz,6 Foot 7 Foot,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",0z5ZPs57J2KERwM1tBM2GF,,Tha Carter IV (Deluxe),True,248586.0,71.0,0.365,0.7509999999999999,2.0,-5.428999999999999,True,0.304,0.0007070000000000001,0.0,0.318,0.604,79.119,4.0
70,6 GodDrake,83,2015,Drake,6 God,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",3a8tAZFJxlmBwOtrf5L1oC,,If You're Reading This It's Too Late,True,180666.0,64.0,0.857,0.639,2.0,-8.622,True,0.128,0.0239,0.0,0.121,0.47700000000000004,105.50399999999999,4.0
71,6 InchBeyonce Featuring The Weeknd,18,2016,Beyonce Featuring The Weeknd,6 Inch,"['dance pop', 'pop', 'pop rap', 'r&b']",0pxNyJJiL2zZZ5GgJ4JhsQ,https://p.scdn.co/mp3-preview/4c37b4f1134701ab01d4b7159137adeab8e5fdad?cid=b8d3901151d34489a160e3cf0ab1fa94,Lemonade,True,260440.0,68.0,0.516,0.637,6.0,-8.832,True,0.0632,0.0433,3.89e-06,0.11,0.324,138.011,4.0
72,6 KissTrippie Redd Featuring Juice WRLD & YNW Melly,60,2019,Trippie Redd Featuring Juice WRLD & YNW Melly,6 Kiss,"['melodic rap', 'rap', 'trap']",7tgjDlQsMR8RvkdlNCJA58,,A Love Letter To You 4,True,199436.0,84.0,0.687,0.449,2.0,-10.061,True,0.154,0.109,0.0,0.282,0.22899999999999998,142.048,4.0
73,6 ManDrake,97,2015,Drake,6 Man,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",4kdfjhj9xNkYU0R8xlDy8k,,If You're Reading This It's Too Late,True,167653.0,62.0,0.7979999999999999,0.529,8.0,-9.288,True,0.48200000000000004,0.22699999999999998,0.0,0.114,0.368,78.967,4.0
74,66Lil Yachty Featuring Trippie Redd,73,2018,Lil Yachty Featuring Trippie Redd,66,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",6tarvNiKnEjYMj1VZhlDqR,,Lil Boat 2,True,153474.0,68.0,0.667,0.723,5.0,-4.31,False,0.27,0.0455,0.00017900000000000001,0.213,0.251,148.05700000000002,4.0
75,679Fetty Wap Featuring Remy Boyz,4,2015,Fetty Wap Featuring Remy Boyz,679,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",5NQbUaeTEOGdD6hHcre0dZ,https://p.scdn.co/mp3-preview/80fad54c551fb6e366ce5523ca4028361365fcd8?cid=b8d3901151d34489a160e3cf0ab1fa94,679 (feat. Remy Boyz),True,196693.0,76.0,0.618,0.7170000000000001,7.0,-5.7379999999999995,True,0.318,0.00256,0.0,0.625,0.603,190.05,4.0
76,7 RingsAriana Grande,1,2019,Ariana Grande,7 Rings,"['dance pop', 'pop', 'post-teen pop']",6ocbgoVGwYJhOv1GgI9NsF,,thank ,True,178626.0,91.0,0.778,0.317,1.0,-10.732000000000001,False,0.33399999999999996,0.5920000000000001,0.0,0.0881,0.327,140.048,4.0
